Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,Location,Online/Offline,Online_Store,Category,Item_Purchased,Brand,Color,Size,Quantity,Purchase_Amount_(₹),Discount_(%),Festival/Sale,Shipping_Charge_(₹),Delivery_Speed,Delivery_Time_(Days),Subscription_Status,Payment_Method,Review_Rating,Return_Status,Previous_Purchases,Frequency_of_Purchases
TXN503149,CUST101009,2024-07-22,39.0,Male,Noida,Online,Myntra,Clothing,Shorts,Nike,Black,S,1.0,1870.0,38.0,Missing,0.0,Same Day,1.0,Yes,UPI,5.0,Not Returned,3.0,Fortnightly
TXN507259,CUST102369,2024-07-22,25.0,Male,Delhi,Online,Amazon,Accessories,Wallet,US Polo,Grey,M,1.0,593.0,20.0,Missing,79.0,Standard,8.0,No,Cash on Delivery,2.0,Not Returned,2.0,Fortnightly
TXN503169,CUST101016,2024-07-22,34.0,Male,Hyderabad,Offline,Myntra,Footwear,Slippers,Nike,Green,9,1.0,4210.0,27.0,Missing,0.0,Standard,0.0,No,Cash on Delivery,5.0,Returned,1.0,Monthly
TXN502683,CUST100870,2024-07-22,37.0,Male,Pune,Online,Amazon,Accessories,Wallet,Levis,Green,M,1.0,2695.0,40.0,Missing,0.0,Same Day,1.0,No,UPI,3.0,Not Returned,17.0,Weekly
TXN500222,CUST100055,2024-07-22,19.0,Male,Bhubaneswar,Offline,Myntra,Footwear,Running Shoes,Roadster,Black,7,1.0,2314.0,47.0,Missing,0.0,Standard,0.0,No,UPI,3.0,Returned,2.0,Fortnightly
TXN500427,CUST100102,2024-07-22,51.0,Male,Mumbai,Online,Myntra,Clothing,Shorts,Nike,Navy,L,1.0,713.0,66.0,Missing,79.0,Same Day,1.0,No,UPI,4.0,Not Returned,1.0,Fortnightly
TXN501667,CUST100539,2024-07-22,18.0,Female,Hyderabad,Online,Flipkart,Footwear,Sandals,H&M,Brown,11,2.0,3686.0,21.0,Missing,0.0,Standard,4.0,Yes,UPI,3.0,Not Returned,17.0,Weekly
TXN502618,CUST100849,2024-07-22,43.0,Female,Bangalore,Online,Meesho,Clothing,Jacket,Puma,Navy,XL,4.0,13786.0,39.0,Missing,149.0,Standard,7.0,No,UPI,3.0,Returned,0.0,Quarterly
TXN502067,CUST100668,2024-07-22,56.0,Female,Kolkata,Offline,Myntra,Clothing,Saree,HRX,Blue,L,1.0,455.0,60.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,4.0,Fortnightly
TXN506497,CUST102140,2024-07-22,47.0,Male,Lucknow,Offline,Myntra,Accessories,Watch,Roadster,Brown,M,1.0,892.0,62.0,Missing,0.0,Standard,0.0,Yes,Net Banking,4.0,Not Returned,9.0,Weekly
TXN501837,CUST100601,2024-07-22,50.0,Female,Bangalore,Online,Flipkart,Clothing,Kurta,US Polo,Navy,L,1.0,893.0,37.0,Missing,0.0,Standard,5.0,Yes,Debit Card,5.0,Not Returned,1.0,Fortnightly
TXN509467,CUST103011,2024-07-23,39.0,Male,Pune,Online,Myntra,Clothing,Shirt,Levis,Black,L,1.0,2381.0,21.0,Missing,0.0,Standard,5.0,No,UPI,5.0,Not Returned,6.0,Weekly
TXN508250,CUST102663,2024-07-23,38.0,Female,Kochi,Offline,Myntra,Clothing,Kurta,HRX,Blue,L,1.0,1255.0,40.0,Missing,0.0,Standard,0.0,No,UPI,2.0,Not Returned,2.0,Fortnightly
TXN507545,CUST102467,2024-07-23,46.0,Female,Pune,Online,Amazon,Accessories,Cap,Max,Brown,Free Size,1.0,277.0,60.0,Missing,0.0,Standard,7.0,Yes,Debit Card,4.0,Not Returned,2.0,Fortnightly
TXN505342,CUST101744,2024-07-23,26.0,Male,Bangalore,Offline,Myntra,Clothing,Hoodie,Roadster,Beige,L,1.0,1009.0,54.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,5.0,Weekly
TXN502793,CUST100904,2024-07-23,37.0,Male,Kolkata,Online,Myntra,Clothing,T-shirt,Nike,Grey,S,1.0,2651.0,26.0,Missing,0.0,Same Day,1.0,No,UPI,5.0,Not Returned,8.0,Fortnightly
TXN503110,CUST101000,2024-07-23,51.0,Male,Chennai,Online,Ajio,Accessories,Cap,Nike,Black,Free Size,1.0,2130.0,51.0,Missing,49.0,Express,3.0,No,Credit Card,5.0,Not Returned,3.0,Fortnightly
TXN503513,CUST101129,2024-07-23,45.0,Female,Delhi,Offline,Myntra,Footwear,Running Shoes,Puma,Brown,11,1.0,3812.0,66.0,Missing,0.0,Standard,0.0,No,Credit Card,4.0,Returned,12.0,Weekly
TXN501038,CUST100313,2024-07-23,29.0,Female,Patna,Offline,Myntra,Footwear,Sneakers,US Polo,Black,7,1.0,1810.0,22.0,Missing,0.0,Standard,0.0,Yes,Credit Card,1.0,Not Returned,7.0,Fortnightly
TXN503456,CUST101112,2024-07-23,26.0,Male,Kolkata,Online,Ajio,Accessories,Backpack,HRX,Pink,Free Size,2.0,666.0,29.0,Missing,79.0,Standard,6.0,No,UPI,5.0,Not Returned,18.0,Weekly
TXN501471,CUST100479,2024-07-24,22.0,Male,Chandigarh,Offline,Myntra,Accessories,Watch,Nike,Blue,M,1.0,1402.0,26.0,Missing,0.0,Standard,0.0,No,UPI,3.0,Not Returned,9.0,Weekly
TXN508911,CUST102849,2024-07-24,33.0,Male,Lucknow,Online,Flipkart,Clothing,Jacket,Roadster,Black,S,1.0,818.0,58.0,Missing,149.0,Standard,8.0,No,Cash on Delivery,5.0,Not Returned,1.0,Quarterly
TXN502829,CUST100925,2024-07-24,57.0,Male,Nagpur,Online,Shein,Clothing,Shorts,Nike,Pink,M,1.0,2652.0,38.0,Missing,0.0,Standard,6.0,No,UPI,3.0,Not Returned,2.0,Monthly
TXN505997,CUST101950,2024-07-24,56.0,Female,Delhi,Online,Meesho,Clothing,Saree,Max,White,XS,1.0,392.0,65.0,Missing,0.0,Express,3.0,Yes,Cash on Delivery,5.0,Not Returned,2.0,Monthly
TXN506779,CUST102218,2024-07-24,30.0,Female,Delhi,Online,Flipkart,Clothing,Kurta,H&M,Red,M,1.0,1242.0,27.0,Missing,0.0,Standard,6.0,Yes,Cash on Delivery,3.0,Returned,1.0,Monthly
TXN507288,CUST102381,2024-07-24,36.0,Male,Chennai,Online,Ajio,Footwear,Sneakers,HRX,Navy,11,4.0,4165.0,50.0,Missing,0.0,Express,2.0,No,UPI,5.0,Not Returned,7.0,Weekly
TXN502520,CUST100814,2024-07-24,50.0,Male,Pune,Online,Myntra,Footwear,Formal Shoes,HRX,Yellow,11,1.0,698.0,39.0,Missing,149.0,Standard,5.0,No,Credit Card,4.0,Not Returned,2.0,Fortnightly
TXN503670,CUST101180,2024-07-24,43.0,Male,Kolkata,Online,Flipkart,Footwear,Formal Shoes,Roadster,Red,11,1.0,1875.0,34.0,Missing,0.0,Express,3.0,No,UPI,3.0,Returned,1.0,Fortnightly
TXN507287,CUST102381,2024-07-24,36.0,Male,Chennai,Online,Myntra,Footwear,Running Shoes,Puma,Beige,8,1.0,4174.0,44.0,Missing,0.0,Standard,8.0,No,Debit Card,2.0,Not Returned,6.0,Weekly
TXN509837,CUST103143,2024-07-24,41.0,Male,Kolkata,Online,Amazon,Clothing,Dress,Max,Pink,S,4.0,2120.0,65.0,Missing,0.0,Standard,7.0,Yes,UPI,4.0,Not Returned,3.0,Fortnightly
TXN501073,CUST100325,2024-07-25,27.0,Male,Delhi,Offline,Myntra,Clothing,Jacket,H&M,Green,XXL,1.0,1205.0,63.0,Missing,0.0,Standard,0.0,Yes,Net Banking,2.0,Returned,3.0,Fortnightly
TXN501039,CUST100313,2024-07-25,29.0,Female,Patna,Online,Meesho,Footwear,Sneakers,Puma,Grey,9,1.0,3570.0,48.0,Missing,0.0,Standard,4.0,Yes,UPI,5.0,Not Returned,8.0,Fortnightly
TXN501628,CUST100531,2024-07-25,24.0,Female,Chandigarh,Online,Amazon,Clothing,Shirt,Levis,Red,S,2.0,4799.0,63.0,Missing,0.0,Standard,8.0,Yes,Credit Card,4.0,Returned,5.0,Weekly
TXN500679,CUST100174,2024-07-25,47.0,Female,Pune,Online,Flipkart,Clothing,Kurta,Nike,Navy,S,1.0,2323.0,27.0,Missing,0.0,Standard,8.0,Yes,Debit Card,3.0,Not Returned,0.0,Quarterly
TXN505001,CUST101647,2024-07-25,45.0,Female,Kolkata,Offline,Myntra,Footwear,Running Shoes,Max,Blue,11,1.0,806.0,35.0,Missing,0.0,Standard,0.0,No,UPI,4.0,Not Returned,16.0,Weekly
TXN505012,CUST101649,2024-07-25,53.0,Male,Noida,Online,Meesho,Accessories,Socks,HRX,Blue,Free Size,2.0,781.0,26.0,Missing,149.0,Standard,8.0,No,UPI,4.0,Not Returned,5.0,Weekly
TXN500269,CUST100067,2024-07-25,33.0,Male,Bangalore,Online,Meesho,Footwear,Sneakers,Max,Navy,9,3.0,2146.0,27.0,Missing,79.0,Same Day,1.0,No,Net Banking,5.0,Not Returned,2.0,Quarterly
TXN507274,CUST102376,2024-07-25,53.0,Male,Mumbai,Online,Amazon,Clothing,T-shirt,Allen Solly,White,L,1.0,940.0,26.0,Missing,0.0,Standard,7.0,No,Net Banking,5.0,Not Returned,0.0,Monthly
TXN500308,CUST100078,2024-07-26,41.0,Female,Chennai,Online,Meesho,Footwear,Boots,Max,Brown,9,1.0,581.0,47.0,Missing,0.0,Express,4.0,No,Cash on Delivery,5.0,Returned,5.0,Fortnightly
TXN505583,CUST101815,2024-07-26,22.0,Male,Mumbai,Offline,Myntra,Clothing,Dress,Puma,Black,XS,1.0,3022.0,64.0,Missing,0.0,Standard,0.0,Yes,EMI,5.0,Not Returned,1.0,Quarterly
TXN503723,CUST101205,2024-07-26,55.0,Male,Kolkata,Online,Myntra,Clothing,Shirt,Puma,Pink,L,1.0,2208.0,56.0,Missing,0.0,Standard,8.0,No,Debit Card,4.0,Not Returned,4.0,Fortnightly
TXN502418,CUST100775,2024-07-26,57.0,Male,Mumbai,Offline,Myntra,Footwear,Sandals,HRX,Blue,6,1.0,1060.0,36.0,Missing,0.0,Standard,0.0,Yes,UPI,3.0,Returned,0.0,Quarterly
TXN502093,CUST100679,2024-07-26,57.0,Female,Visakhapatnam,Online,Ajio,Clothing,Dress,Levis,Brown,XL,1.0,2795.0,45.0,Missing,199.0,Express,3.0,No,Credit Card,2.0,Not Returned,2.0,Monthly
TXN502075,CUST100672,2024-07-26,44.0,Female,Bhubaneswar,Online,Flipkart,Clothing,Saree,HRX,Black,M,1.0,405.0,20.0,Missing,79.0,Standard,7.0,No,Cash on Delivery,3.0,Not Returned,5.0,Weekly
TXN506258,CUST102064,2024-07-26,42.0,Male,Kolkata,Offline,Myntra,Footwear,Boots,Zara,Pink,9,1.0,3708.0,56.0,Missing,0.0,Standard,0.0,No,Credit Card,4.0,Not Returned,7.0,Fortnightly
TXN500114,CUST100026,2024-07-26,34.0,Male,Mumbai,Online,Amazon,Clothing,T-shirt,Roadster,White,L,1.0,1387.0,54.0,Missing,149.0,Express,2.0,No,Net Banking,5.0,Returned,1.0,Monthly
TXN505045,CUST101659,2024-07-26,28.0,Male,Lucknow,Offline,Myntra,Clothing,Shirt,Bewakoof,White,XL,1.0,499.0,34.0,Missing,0.0,Standard,0.0,No,Net Banking,5.0,Not Returned,10.0,Weekly
TXN508669,CUST102786,2024-07-26,29.0,Male,Mumbai,Online,Myntra,Footwear,Running Shoes,Bata,Red,6,2.0,4158.0,40.0,Missing,0.0,Standard,7.0,No,Debit Card,4.0,Not Returned,7.0,Weekly
TXN504808,CUST101598,2024-07-26,53.0,Male,Pune,Online,Ajio,Clothing,Shorts,H&M,Navy,XL,3.0,2916.0,39.0,Missing,0.0,Standard,5.0,No,Debit Card,5.0,Returned,5.0,Fortnightly
TXN504388,CUST101448,2024-07-26,49.0,Female,Pune,Online,Ajio,Footwear,Boots,Bata,Brown,7,2.0,6840.0,30.0,Missing,0.0,Standard,6.0,Yes,UPI,4.0,Not Returned,8.0,Weekly
TXN507479,CUST102443,2024-07-27,26.0,Female,Indore,Online,Myntra,Clothing,Trousers,HRX,Red,L,1.0,405.0,55.0,Missing,0.0,Standard,8.0,No,Net Banking,4.0,Not Returned,0.0,Quarterly
TXN508806,CUST102823,2024-07-27,58.0,Male,Mumbai,Online,Flipkart,Clothing,T-shirt,Nike,Yellow,L,2.0,4883.0,25.0,Missing,0.0,Standard,8.0,No,UPI,4.0,Returned,7.0,Weekly
TXN506518,CUST102146,2024-07-27,25.0,Male,Chandigarh,Online,Flipkart,Footwear,Sneakers,Campus,Red,11,2.0,1193.0,34.0,Missing,0.0,Standard,8.0,Yes,UPI,3.0,Not Returned,0.0,Quarterly
TXN504225,CUST101387,2024-07-27,31.0,Female,Bangalore,Online,Amazon,Accessories,Backpack,Bata,Beige,Free Size,1.0,1242.0,39.0,Missing,99.0,Express,4.0,No,UPI,3.0,Not Returned,6.0,Weekly
TXN504497,CUST101499,2024-07-27,53.0,Male,Bhubaneswar,Online,Flipkart,Clothing,Jeans,Max,Brown,M,1.0,662.0,28.0,Missing,0.0,Standard,8.0,Yes,UPI,4.0,Not Returned,6.0,Weekly
TXN502557,CUST100831,2024-07-27,28.0,Female,Mumbai,Online,Flipkart,Accessories,Bag,Allen Solly,Green,Free Size,3.0,2793.0,44.0,Missing,199.0,Standard,4.0,No,Cash on Delivery,5.0,Not Returned,4.0,Fortnightly
TXN503587,CUST101151,2024-07-27,39.0,Female,Kolkata,Online,Myntra,Clothing,Saree,Levis,Brown,M,1.0,1646.0,22.0,Missing,0.0,Express,3.0,No,UPI,5.0,Not Returned,1.0,Monthly
TXN509148,CUST102921,2024-07-27,50.0,Male,Nagpur,Online,Flipkart,Accessories,Wallet,Puma,Brown,M,1.0,2123.0,25.0,Missing,0.0,Same Day,1.0,No,UPI,4.0,Not Returned,3.0,Fortnightly
TXN502370,CUST100761,2024-07-27,41.0,Male,Chennai,Online,Myntra,Clothing,Trousers,Max,Green,L,1.0,423.0,22.0,Missing,149.0,Express,4.0,Yes,Debit Card,5.0,Not Returned,10.0,Weekly
TXN507582,CUST102478,2024-07-28,21.0,Male,Pune,Online,Meesho,Footwear,Formal Shoes,US Polo,Yellow,9,1.0,1921.0,44.0,Missing,0.0,Standard,8.0,Yes,Cash on Delivery,4.0,Not Returned,15.0,Weekly
TXN506658,CUST102194,2024-07-28,45.0,Female,Gurgaon,Offline,Myntra,Accessories,Cap,H&M,Blue,Free Size,2.0,1729.0,52.0,Missing,0.0,Standard,0.0,Yes,Credit Card,5.0,Not Returned,3.0,Fortnightly
TXN503782,CUST101238,2024-07-28,30.0,Male,Bangalore,Online,Ajio,Clothing,Hoodie,Roadster,Beige,L,2.0,2561.0,54.0,Missing,49.0,Standard,6.0,No,Wallet,3.0,Not Returned,7.0,Weekly
TXN508074,CUST102611,2024-07-28,56.0,Male,Chandigarh,Online,Flipkart,Accessories,Backpack,Roadster,Navy,Free Size,1.0,298.0,39.0,Missing,0.0,Standard,4.0,Yes,EMI,3.0,Not Returned,8.0,Weekly
TXN500528,CUST100129,2024-07-28,44.0,Male,Hyderabad,Offline,Myntra,Clothing,Jeans,Roadster,Brown,L,1.0,1460.0,61.0,Missing,0.0,Standard,0.0,No,UPI,4.0,Not Returned,2.0,Fortnightly
TXN500867,CUST100238,2024-07-28,30.0,Female,Nagpur,Online,Flipkart,Accessories,Bag,Puma,Black,Free Size,2.0,475.0,65.0,Missing,79.0,Standard,5.0,No,UPI,3.0,Not Returned,6.0,Weekly
TXN502051,CUST100659,2024-07-29,30.0,Male,Delhi,Online,Myntra,Accessories,Wallet,Roadster,Beige,M,1.0,980.0,35.0,Missing,199.0,Express,2.0,No,Net Banking,5.0,Not Returned,2.0,Monthly
TXN501696,CUST100553,2024-07-29,31.0,Female,Ahmedabad,Online,Myntra,Clothing,Dress,Roadster,Green,S,2.0,1267.0,23.0,Missing,99.0,Express,4.0,No,EMI,4.0,Not Returned,1.0,Quarterly
TXN504550,CUST101513,2024-07-29,31.0,Female,Mumbai,Online,Myntra,Clothing,Jacket,HRX,Beige,L,1.0,460.0,58.0,Missing,49.0,Express,3.0,No,Credit Card,5.0,Not Returned,10.0,Weekly
TXN505181,CUST101693,2024-07-29,34.0,Male,Mumbai,Online,Amazon,Clothing,Shirt,Nike,Beige,L,1.0,3165.0,38.0,Missing,0.0,Express,3.0,Yes,Cash on Delivery,4.0,Not Returned,14.0,Weekly
TXN500135,CUST100032,2024-07-29,21.0,Female,Jaipur,Online,Amazon,Clothing,Kurta,HRX,Yellow,M,1.0,432.0,42.0,Missing,149.0,Same Day,1.0,No,UPI,4.0,Not Returned,3.0,Fortnightly
TXN504332,CUST101427,2024-07-29,55.0,Female,Hyderabad,Online,Amazon,Footwear,Boots,Bata,Navy,8,1.0,1766.0,48.0,Missing,49.0,Standard,6.0,No,UPI,4.0,Not Returned,3.0,Monthly
TXN505013,CUST101649,2024-07-29,53.0,Male,Noida,Online,Myntra,Clothing,Hoodie,US Polo,Beige,L,1.0,1513.0,30.0,Missing,199.0,Standard,7.0,No,UPI,4.0,Not Returned,6.0,Weekly
TXN502923,CUST100945,2024-07-29,23.0,Male,Delhi,Online,Amazon,Accessories,Socks,HRX,Beige,Free Size,2.0,532.0,55.0,Missing,0.0,Standard,4.0,No,Credit Card,3.0,Not Returned,2.0,Fortnightly
TXN503104,CUST100999,2024-07-29,39.0,Female,Chennai,Online,Amazon,Clothing,Trousers,Bewakoof,Yellow,M,1.0,255.0,59.0,Missing,99.0,Same Day,1.0,No,UPI,2.0,Returned,4.0,Weekly
TXN503237,CUST101030,2024-07-29,38.0,Male,Jaipur,Online,Myntra,Clothing,Shorts,Max,Navy,L,1.0,292.0,45.0,Missing,79.0,Standard,5.0,No,UPI,5.0,Not Returned,1.0,Monthly
TXN500826,CUST100221,2024-07-29,37.0,Male,Surat,Online,Amazon,Footwear,Formal Shoes,Campus,Navy,6,1.0,824.0,70.0,Missing,0.0,Standard,7.0,No,Cash on Delivery,3.0,Not Returned,18.0,Weekly
TXN503195,CUST101018,2024-07-30,19.0,Female,Hyderabad,Online,Flipkart,Accessories,Wallet,Bata,Brown,M,1.0,867.0,24.0,Missing,149.0,Standard,4.0,No,UPI,3.0,Not Returned,22.0,Weekly
TXN507988,CUST102587,2024-07-30,31.0,Male,Mumbai,Online,Myntra,Footwear,Sandals,Campus,Blue,9,1.0,810.0,41.0,Missing,149.0,Standard,8.0,No,Debit Card,3.0,Not Returned,11.0,Weekly
TXN506588,CUST102171,2024-07-30,49.0,Female,Chennai,Online,Meesho,Accessories,Belt,HRX,Blue,M,1.0,234.0,29.0,Missing,0.0,Standard,4.0,Yes,UPI,5.0,Not Returned,3.0,Fortnightly
TXN508199,CUST102650,2024-07-30,54.0,Male,Bangalore,Online,Myntra,Clothing,Shirt,HRX,White,L,2.0,720.0,30.0,Missing,49.0,Standard,6.0,No,Net Banking,4.0,Not Returned,2.0,Monthly
TXN509125,CUST102915,2024-07-30,36.0,Male,Delhi,Online,Shein,Footwear,Running Shoes,US Polo,Grey,6,2.0,4449.0,24.0,Missing,99.0,Express,2.0,No,UPI,4.0,Not Returned,2.0,Monthly
TXN508779,CUST102816,2024-07-30,46.0,Female,Hyderabad,Online,Flipkart,Footwear,Running Shoes,Roadster,Green,10,2.0,4059.0,51.0,Missing,79.0,Same Day,1.0,No,UPI,3.0,Not Returned,3.0,Fortnightly
TXN504083,CUST101343,2024-07-30,42.0,Male,Ahmedabad,Offline,Myntra,Accessories,Socks,Bewakoof,Yellow,Free Size,1.0,288.0,28.0,Missing,0.0,Standard,0.0,Yes,Wallet,4.0,Not Returned,9.0,Weekly
TXN507874,CUST102552,2024-07-30,27.0,Male,Bhubaneswar,Online,Flipkart,Clothing,Jeans,Zara,Beige,L,1.0,3389.0,34.0,Missing,99.0,Standard,5.0,No,UPI,3.0,Not Returned,3.0,Fortnightly
TXN509603,CUST103061,2024-07-30,30.0,Female,Delhi,Offline,Myntra,Clothing,Shorts,H&M,Beige,L,2.0,2042.0,70.0,Missing,0.0,Standard,0.0,No,UPI,4.0,Not Returned,2.0,Fortnightly
TXN502909,CUST100943,2024-07-30,37.0,Male,Kochi,Offline,Myntra,Clothing,Hoodie,Levis,Red,M,3.0,8410.0,63.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,9.0,Weekly
TXN504102,CUST101351,2024-07-30,34.0,Female,Chandigarh,Offline,Myntra,Accessories,Bag,Allen Solly,White,Free Size,1.0,820.0,64.0,Missing,0.0,Standard,0.0,No,UPI,4.0,Not Returned,4.0,Fortnightly
TXN507826,CUST102541,2024-07-30,58.0,Female,Hyderabad,Online,Flipkart,Footwear,Formal Shoes,Roadster,Grey,7,3.0,3036.0,69.0,Missing,0.0,Standard,7.0,No,Debit Card,3.0,Not Returned,2.0,Fortnightly
TXN506312,CUST102083,2024-07-30,46.0,Male,Indore,Online,Flipkart,Accessories,Backpack,Max,Brown,Free Size,3.0,922.0,34.0,Missing,0.0,Express,2.0,No,Net Banking,4.0,Not Returned,12.0,Weekly
TXN501873,CUST100610,2024-07-31,53.0,Female,Bangalore,Online,Meesho,Accessories,Watch,HRX,Navy,M,2.0,528.0,53.0,Missing,0.0,Standard,4.0,Yes,UPI,4.0,Not Returned,6.0,Weekly
TXN501578,CUST100510,2024-07-31,59.0,Male,Chennai,Online,Ajio,Clothing,Jacket,Puma,Yellow,XL,4.0,10520.0,25.0,Missing,0.0,Standard,5.0,Yes,UPI,4.0,Not Returned,10.0,Weekly
TXN504584,CUST101523,2024-07-31,24.0,Male,Mumbai,Online,Flipkart,Footwear,Sneakers,Roadster,Brown,11,1.0,1852.0,49.0,Missing,0.0,Express,2.0,No,Wallet,4.0,Returned,22.0,Weekly
TXN504583,CUST101523,2024-07-31,24.0,Male,Mumbai,Online,Amazon,Footwear,Running Shoes,Max,Navy,6,4.0,6949.0,28.0,Missing,0.0,Standard,5.0,No,UPI,3.0,Not Returned,21.0,Weekly
TXN506170,CUST102037,2024-07-31,19.0,Male,Ahmedabad,Online,Myntra,Clothing,Shorts,Max,Navy,M,2.0,1260.0,38.0,Missing,0.0,Standard,4.0,No,UPI,4.0,Not Returned,1.0,Monthly
TXN501258,CUST100383,2024-07-31,28.0,Male,Jaipur,Online,Myntra,Clothing,Jacket,Levis,Blue,XL,1.0,3227.0,39.0,Missing,0.0,Standard,7.0,Yes,UPI,3.0,Not Returned,5.0,Weekly
TXN508285,CUST102670,2024-07-31,51.0,Female,Mumbai,Online,Ajio,Accessories,Bag,Roadster,Red,Free Size,1.0,890.0,59.0,Missing,0.0,Standard,4.0,Yes,Cash on Delivery,5.0,Not Returned,1.0,Monthly
TXN504632,CUST101546,2024-08-01,46.0,Female,Bhubaneswar,Online,Myntra,Clothing,Saree,Levis,Black,M,1.0,3170.0,43.0,Missing,0.0,Same Day,1.0,No,UPI,5.0,Not Returned,4.0,Fortnightly
TXN502168,CUST100706,2024-08-01,18.0,Female,Mumbai,Online,Amazon,Clothing,Shorts,Allen Solly,Navy,M,1.0,1455.0,63.0,Missing,0.0,Standard,6.0,Yes,Credit Card,3.0,Not Returned,0.0,Monthly
TXN508529,CUST102740,2024-08-01,25.0,Male,Bhubaneswar,Online,Myntra,Footwear,Sandals,Nike,Pink,9,1.0,4352.0,24.0,Missing,0.0,Standard,5.0,No,Net Banking,5.0,Not Returned,10.0,Fortnightly
TXN505903,CUST101926,2024-08-01,33.0,Male,Delhi,Online,Myntra,Footwear,Boots,H&M,Grey,10,1.0,1500.0,52.0,Missing,99.0,Standard,8.0,No,Credit Card,4.0,Not Returned,7.0,Weekly
TXN500591,CUST100145,2024-08-01,53.0,Female,Gurgaon,Online,Myntra,Clothing,Saree,HRX,Navy,M,1.0,361.0,39.0,Missing,99.0,Standard,5.0,No,UPI,3.0,Returned,3.0,Weekly
TXN500972,CUST100281,2024-08-01,38.0,Female,Pune,Online,Amazon,Clothing,Kurta,Bewakoof,Pink,M,2.0,832.0,35.0,Missing,0.0,Standard,4.0,No,Credit Card,4.0,Not Returned,6.0,Fortnightly
TXN504270,CUST101399,2024-08-01,30.0,Male,Visakhapatnam,Offline,Myntra,Footwear,Running Shoes,US Polo,Green,8,1.0,1666.0,48.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,5.0,Weekly
TXN500223,CUST100055,2024-08-01,19.0,Male,Bhubaneswar,Online,Flipkart,Clothing,Jacket,HRX,Navy,XL,1.0,495.0,48.0,Missing,199.0,Standard,4.0,No,Wallet,5.0,Not Returned,3.0,Fortnightly
TXN504977,CUST101645,2024-08-01,30.0,Female,Mumbai,Online,Amazon,Footwear,Sneakers,Nike,Blue,7,1.0,5990.0,31.0,Missing,79.0,Standard,7.0,No,EMI,4.0,Not Returned,13.0,Weekly
TXN503656,CUST101171,2024-08-01,44.0,Female,Delhi,Online,Flipkart,Footwear,Sneakers,HRX,Yellow,8,3.0,14933.0,42.0,Missing,0.0,Express,4.0,No,Wallet,5.0,Not Returned,0.0,Rarely
TXN506787,CUST102219,2024-08-01,26.0,Female,Pune,Online,Amazon,Footwear,Slippers,Campus,Green,8,1.0,656.0,64.0,Missing,49.0,Standard,6.0,No,UPI,4.0,Not Returned,6.0,Fortnightly
TXN501013,CUST100300,2024-08-01,33.0,Female,Pune,Online,Myntra,Accessories,Wallet,Max,Beige,M,1.0,298.0,33.0,Missing,99.0,Standard,5.0,No,Credit Card,5.0,Returned,3.0,Monthly
TXN503751,CUST101222,2024-08-01,58.0,Male,Mumbai,Offline,Myntra,Clothing,Trousers,H&M,Yellow,L,3.0,2567.0,54.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,1.0,Quarterly
TXN505407,CUST101765,2024-08-01,57.0,Male,Lucknow,Offline,Myntra,Footwear,Running Shoes,Nike,Yellow,6,1.0,5087.0,64.0,Missing,0.0,Standard,0.0,No,Credit Card,4.0,Not Returned,5.0,Weekly
TXN507349,CUST102398,2024-08-01,28.0,Male,Lucknow,Online,Ajio,Clothing,Shirt,HRX,Blue,L,2.0,865.0,28.0,Missing,0.0,Standard,7.0,No,UPI,3.0,Not Returned,2.0,Fortnightly
TXN506771,CUST102216,2024-08-01,36.0,Male,Chennai,Online,Amazon,Clothing,Shorts,Zara,Green,XL,1.0,1777.0,61.0,Missing,0.0,Express,3.0,No,UPI,4.0,Not Returned,4.0,Fortnightly
TXN506289,CUST102078,2024-08-01,28.0,Male,Jaipur,Online,Myntra,Clothing,T-shirt,Allen Solly,Black,L,1.0,1147.0,38.0,Missing,0.0,Express,4.0,No,Debit Card,3.0,Not Returned,1.0,Monthly
TXN505956,CUST101939,2024-08-02,26.0,Male,Hyderabad,Offline,Myntra,Clothing,Shorts,HRX,Navy,M,1.0,444.0,56.0,Missing,0.0,Standard,0.0,No,EMI,3.0,Returned,0.0,Monthly
TXN509235,CUST102948,2024-08-02,40.0,Female,Hyderabad,Online,Myntra,Footwear,Sneakers,H&M,White,8,4.0,6790.0,66.0,Missing,49.0,Same Day,1.0,No,Wallet,3.0,Not Returned,0.0,Fortnightly
TXN501638,CUST100534,2024-08-02,42.0,Male,Hyderabad,Online,Amazon,Accessories,Socks,H&M,Red,Free Size,1.0,980.0,63.0,Missing,149.0,Standard,4.0,No,Cash on Delivery,5.0,Not Returned,2.0,Fortnightly
TXN506597,CUST102172,2024-08-02,59.0,Female,Bangalore,Online,Shein,Clothing,Shirt,US Polo,Brown,XL,2.0,2545.0,65.0,Missing,0.0,Standard,5.0,No,UPI,5.0,Not Returned,6.0,Weekly
TXN506554,CUST102155,2024-08-02,38.0,Male,Kolkata,Online,Myntra,Accessories,Belt,Roadster,Navy,M,1.0,808.0,25.0,Missing,99.0,Standard,7.0,No,UPI,3.0,Not Returned,3.0,Fortnightly
